,Basophil_names,Basophil_scores,Basophil_logfoldchanges,Basophil_pvals,Basophil_pvals_adj,CD16+ dendritic cell_names,CD16+ dendritic cell_scores,CD16+ dendritic cell_logfoldchanges,CD16+ dendritic cell_pvals,CD16+ dendritic cell_pvals_adj,Central memory CD4-T cell_names,Central memory CD4-T cell_scores,Central memory CD4-T cell_logfoldchanges,Central memory CD4-T cell_pvals,Central memory CD4-T cell_pvals_adj,Central memory CD8-T cell_names,Central memory CD8-T cell_scores,Central memory CD8-T cell_logfoldchanges,Central memory CD8-T cell_pvals,Central memory CD8-T cell_pvals_adj,Classical monocyte _names,Classical monocyte _scores,Classical monocyte _logfoldchanges,Classical monocyte _pvals,Classical monocyte _pvals_adj,Effector memory CD4-T cell_names,Effector memory CD4-T cell_scores,Effector memory CD4-T cell_logfoldchanges,Effector memory CD4-T cell_pvals,Effector memory CD4-T cell_pvals_adj,Effector memory CD8-T cell_names,Effector memory CD8-T cell_scores,Effector memory CD8-T cell_logfoldchanges,Effector memory CD8-T cell_pvals,Effector memory CD8-T cell_pvals_adj,Effector memory CD45RA+ CD8-T cell_names,Effector memory CD45RA+ CD8-T cell_scores,Effector memory CD45RA+ CD8-T cell_logfoldchanges,Effector memory CD45RA+ CD8-T cell_pvals,Effector memory CD45RA+ CD8-T cell_pvals_adj,Eosinophil_names,Eosinophil_scores,Eosinophil_logfoldchanges,Eosinophil_pvals,Eosinophil_pvals_adj,Immature NK cell_names,Immature NK cell_scores,Immature NK cell_logfoldchanges,Immature NK cell_pvals,Immature NK cell_pvals_adj,Mature NK cell_names,Mature NK cell_scores,Mature NK cell_logfoldchanges,Mature NK cell_pvals,Mature NK cell_pvals_adj,More mature NK cell_names,More mature NK cell_scores,More mature NK cell_logfoldchanges,More mature NK cell_pvals,More mature NK cell_pvals_adj,Myeloid dendritic cell_names,Myeloid dendritic cell_scores,Myeloid dendritic cell_logfoldchanges,Myeloid dendritic cell_pvals,Myeloid dendritic cell_pvals_adj,Naïve B cell_names,Naïve B cell_scores,Naïve B cell_logfoldchanges,Naïve B cell_pvals,Naïve B cell_pvals_adj,Naïve CD4-T cell_names,Naïve CD4-T cell_scores,Naïve CD4-T cell_logfoldchanges,Naïve CD4-T cell_pvals,Naïve CD4-T cell_pvals_adj,Naïve CD8-T cell_names,Naïve CD8-T cell_scores,Naïve CD8-T cell_logfoldchanges,Naïve CD8-T cell_pvals,Naïve CD8-T cell_pvals_adj,Neutrophil_names,Neutrophil_scores,Neutrophil_logfoldchanges,Neutrophil_pvals,Neutrophil_pvals_adj,Non-classical monocyte_names,Non-classical monocyte_scores,Non-classical monocyte_logfoldchanges,Non-classical monocyte_pvals,Non-classical monocyte_pvals_adj,Plasmacytoid dendritic cell _names,Plasmacytoid dendritic cell _scores,Plasmacytoid dendritic cell _logfoldchanges,Plasmacytoid dendritic cell _pvals,Plasmacytoid dendritic cell _pvals_adj,Switched memory B cell_names,Switched memory B cell_scores,Switched memory B cell_logfoldchanges,Switched memory B cell_pvals,Switched memory B cell_pvals_adj,Unswitched memory B cell_names,Unswitched memory B cell_scores,Unswitched memory B cell_logfoldchanges,Unswitched memory B cell_pvals,Unswitched memory B cell_pvals_adj
171,AC007448.2,5.315621,,0.10514984865200853,1.0,AC009779.2,3.1378486,342.64008,0.1344810139647756,1.0,RNA5SP425,2.3296704,inf,0.1560001113323886,1.0,AL118558.1,2.9220946,4.190758,0.2099109624554841,1.0,AC097467.1,4.797391,inf,0.09400719166725202,1.0,AL049650.2,2.2217543,4.7086797,0.16812151823899152,1.0,TNFAIP6,4.4671507,62.47047,0.10729621456086637,1.0,AC136628.4,4.19689,inf,0.054051080685702094,1.0,MAPK7,6.552639,17.77567,0.06778823315521902,1.0,SLC36A4,2.9379356,503.75305,0.20860275733195618,1.0,AC044873.1,1.1214246,inf,0.39477812498061016,1.0,AC048352.1,2.1710443,104.252045,0.26985519260418966,1.0,PPP1R16A,3.4663866,30.861116,0.08752811990054665,1.0,AC244090.3,5.256413,559.0804,0.09857124463824352,1.0,AC010809.1,2.3400345,449.21918,0.2366243401852682,1.0,AC021713.1,2.7788305,384.91104,0.14446430208891833,1.0,PRSS29P,7.1572523,882.6799,0.08485758292854746,1.0,EEF1GP4,2.9533582,7.124818,0.10792890224189805,1.0,AC009961.3,8.2,59.472603,0.07725508297971018,1.0,AC093843.2,3.77838,inf,0.16224278690528016,1.0,AL450992.3,4.408717,inf,0.04910202454294241,1.0
172,UQCRC2P1,5.230543,358.76218,0.08237182589674494,1.0,ARHGEF9,3.1377113,inf,0.09869261567267847,1.0,TCEA2,2.3235683,175.03497,0.20787189016340454,1.0,RPL5P30,2.9192507,69.7543,0.14018351559855044,1.0,CSRP3,4.760782,inf,0.04795548189904139,1.0,AC018359.1,2.2212512,637.2384,0.23345477518196361,1.0,AC021424.3,4.4661303,,0.08112001076233555,1.0,AC016907.2,4.193235,,0.14739925018356403,1.0,DTNBP1,6.5478306,inf,0.026458936628236254,1.0,RNU1-112P,2.9254196,73.93915,0.11560436041651113,1.0,PTPRJ-AS1,1.1213355,6.018782,0.3926224951186048,1.0,AC145285.1,2.1679606,90.49305,0.22302847248727295,1.0,AC126323.5,3.448768,inf,0.09811196124297433,1.0,RBBP4P6,5.2279706,314.36334,0.045172871275802474,1.0,DSG1-AS1,2.3393056,9.378977,0.2377927986006484,1.0,AL136313.1,2.7784643,inf,0.12062901033384592,1.0,KRT8P21,7.140228,613.86676,0.02819109224044878,1.0,MTCO2P22,2.9528675,291.06372,0.2078548058012188,1.0,AC010761.1,8.198161,inf,0.07583978677786676,1.0,PPIAP2,3.7692738,37.399376,0.14708618601626774,1.0,AC124319.2,4.406381,inf,0.08567055130111265,1.0
173,AL449106.1,5.2242417,,0.10349720584256338,1.0,KRT32,3.1373246,160.78836,0.09443882642679052,1.0,Z84468.1,2.3220115,225.99826,0.24775831441749752,1.0,AC005550.2,2.9097476,inf,0.10220727038515001,1.0,OR2P1P,4.7464046,135.06577,0.09293429522670041,1.0,AC010480.1,2.221197,46.490868,0.2332654508799703,1.0,AL117327.1,4.452527,181.70744,0.12170276929519641,1.0,AP003717.2,4.1793895,15.370574,0.11367224583642575,1.0,MIR548U,6.5387244,,0.04920265481937728,1.0,AC091934.1,2.919675,,0.1988746332178312,1.0,AC096677.3,1.1205264,inf,0.37941700990376526,1.0,CD300LG,2.1550965,34.62479,0.21864791101644182,1.0,AL035446.2,3.4438381,,0.16413099520419033,1.0,ELFN1-AS1,5.21218,inf,0.042790471388090695,1.0,BSND,2.3304665,3.1674635,0.25804561226847333,1.0,AP001922.3,2.772766,315.15674,0.19174754437790784,1.0,AC114324.2,7.121412,,0.026710148341905583,1.0,ADAP1,2.9512587,6.3859024,0.13530186559208604,1.0,AL031600.1,8.179858,145.95964,0.028750961925237458,1.0,RNU6-1258P,3.755127,29.388273,0.13961788567710648,1.0,TPRX1,4.3928804,40.541183,0.076819451111227,1.0
174,RPL13P2,5.210942,434.97256,0.10820021737718326,1.0,AC004129.2,3.130495,4.506954,0.09006563723736463,1.0,AC023490.1,2.319796,19.72382,0.19552832578306703,1.0,LZTS1-AS1,2.9097304,95.398254,0.11294987487902332,1.0,AC007250.1,4.7449756,inf,0.04165997423562244,1.0,RNF217-AS1,2.2173061,29.900461,0.25966569080729957,1.0,ECI2-DT,4.4481387,70.61992,0.07836487460436138,1.0,MAGEA2,4.1749296,,0.09558135418813385,1.0,PPHLN1,6.5217686,inf,0.08856731416545188,1.0,TGM6,2.9147117,10.912793,0.13970979286492596,1.0,AC090001.2,1.1148396,203.34787,0.44114584478074204,1.0,LINC01864,2.1490512,2.5968747,0.27726197205762976,1.0,AC009237.10,3.4217703,48.73988,0.1719928028688217,1.0,FDPSP3,5.191409,702.34,0.037252623745921955,1.0,EGFLAM-AS3,2.325194,49.26824,0.14748762475226548,1.0,TRGJP2,2.7556257,69.790375,0.21868975771780372,1.0,HDAC6,7.0957446,63.12032,0.02604510496021448,1.0,AC104938.1,2.941472,5.1714587,0.20862530946140057,1.0,AC068446.3,8.1403675,inf,0.058752654027811914,1.0,SUV39H2,3.7526898,47.536816,0.154630856506589,1.0,AC138035.2,4.386728,inf,0.09491820434080178,1.0
175,AL596247.1,5.142293,inf,0.09254139657805803,1.0,MIR3151,3.1214166,5.869667,0.09022611317593866,1.0,AKR1B1P7,2.311964,7.147948,0.2345587993219624,1.0,MIR5002,2.909119,231.51648,0.19376382280628382,1.0,AC123786.1,4.738316,inf,0.12018202119349272,1.0,MNX1-AS2,2.214912,161.79825,0.21971626621012685,1.0,AC006205.1,4.4455423,,0.09320518356764744,1.0,FSIP2,4.168331,30.124464,0.09778690822983917,1.0,AL080312.1,6.494682,,0.08215671389635533,1.0,SPDYE17,2.9106414,21.19077,0.11048817462036735,1.0,ADCY10,1.1083764,115.92055,0.40347698126892795,1.0,MYH10,2.1478581,22.304964,0.16493240001048906,1.0,RNA5SP394,3.415054,34.635895,0.17774204232417495,1.0,AC090155.1,5.1848006,246.55658,0.11472583163649809,1.0,AL161443.1,2.3190713,,0.222322718511576,1.0,AC046130.2,2.7476544,517.639,0.13921090863434224,1.0,AL078599.1,7.0719047,inf,0.04403106054269662,1.0,AKAP8L,2.9402323,11.722535,0.19507771708394298,1.0,AC020917.1,7.9476314,inf,0.07946029868208213,1.0,AC021723.2,3.749895,90.56518,0.10759382863108413,1.0,LRCOL1,4.3803983,76.90883,0.04997520680580344,1.0
176,GLYATL2,5.135483,27.679134,0.036654262491626434,1.0,AL049830.2,3.1208794,653.10803,0.121269116873102,1.0,AL512637.1,2.3117468,4.4271984,0.17379042203888506,1.0,MORF4L1P4,2.9046881,77.617,0.1332023285153051,1.0,MIR3689D1,4.7361956,62.613064,0.07518984204551041,1.0,AC032044.1,2.2071052,8.254388,0.25087063365727535,1.0,AC131956.1,4.445542,,0.04889084455413377,1.0,AC023794.7,4.1671944,,0.12019726010759307,1.0,RN7SL474P,6.4929843,inf,0.0870966457572004,1.0,GUCA2A,2.9100006,17.12535,0.16024532115181564,1.0,PROSER1,1.1045122,14.260826,0.40740320853589473,1.0,AC006983.1,2.1371253,,0.26724826464521045,1.0,AL354811.1,3.4149556,,0.10018338829921532,1.0,TRPC7-AS2,5.181636,56.268265,0.08092704889392748,1.0,LINC01159,2.3190145,55.580322,0.14843665864719974,1.0,GNPATP,2.747046,67.98701,0.11468214342128318,1.0,RNU6-1012P,7.041413,inf,0.07448313032227778,1.0,AL122016.1,2.9275916,inf,0.17816052268845245,1.0,C16orf71,7.9467034,inf,0.07693587210374768,1.0,FP236315.2,3.7400565,326.08514,0.09790930344726198,1.0,STARD13-IT1,4.379918,inf,0.07319452575313862,1.0
177,AL161722.2,5.1293116,inf,0.11502729900740213,1.0,DDX6P2,3.1160433,39.035156,0.1266243210271247,1.0,PLRG1,2.3092709,185.81912,0.16088434643143174,1.0,OR2H1,2.8929625,18.23602,0.2118727746944864,1.0,AC108516.1,4.7348866,117.94032,0.09297149326716053,1.0,AC069437.1,2.2051322,inf,0.26698511112727646,1.0,SNX17,4.4433618,320.45865,0.13367531694880827,1.0,AC020593.1,4.160962,inf,0.13850275372659637,1.0,MIR4766,6.4879117,295.2836,0.06021601287638404,1.0,AC000081.2,2.9027364,235.84457,0.17288553286183633,1.0,TSPAN19,1.1014553,56.447903,0.4534964987235804,1.0,RPS6P16,2.1360714,290.55878,0.2301842940058088,1.0,AL391987.5,3.4079194,21.08117,0.11065099221320344,1.0,AC105020.6,5.1636124,inf,0.06734787999033019,1.0,COX19,2.304086,22.417992,0.2045215493686989,1.0,AL713999.1,2.7357962,68.90942,0.16581051013696535,1.0,MTCYBP2,7.004817,inf,0.08013772099933876,1.0,MIR4501,2.9148657,33.784218,0.11591010552240255,1.0,RNA5SP173,7.9011607,inf,0.01722717419866712,1.0,AC092909.1,3.722534,385.957,0.1034976378681327,1.0,POLR2M,4.376344,110.2219,0.13811222206292656,1.0
178,AC008676.1,5.0767684,inf,0.11693210622589476,1.0,AP001880.1,3.1069329,inf,0.09499634451636063,1.0,AL049634.2,2.3084688,43.42524,0.15012582654085196,1.0,AC022966.2,2.890523,91.4308,0.21120280505098846,1.0,RNA5SP523,4.701323,70.81874,0.06339123538218958,1.0,AL590714.1,2.202817,135.79367,0.20891427918533473,1.0,LINC00297,4.440184,171.10364,0.07959303651365944,1.0,AC016027.5,4.1608906,inf,0.11351593972575315,1.0,AL138828.2,6.4812055,inf,0.06211160044401762,1.0,AL929472.4,2.8915503,inf,0.16172490529859193,1.0,AC126182.1,1.0879697,37.40214,0.4441455774522004,1.0,AL160314.2,2.1352808,21.532673,0.2788305503385269,1.0,TRAJ26,3.4074323,6.6798353,0.11691940442396653,1.0,AL161420.1,5.1628532,inf,0.047588602839060724,1.0,TRAPPC1,2.303644,267.3314,0.15814941284814074,1.0,DMD-AS3,2.7277837,159.6342,0.16463252229350378,1.0,TFAMP1,6.9984355,125.54114,0.07032563826876695,1.0,AP001574.1,2.9119194,906.4453,0.1636390561568614,1.0,LINC00408,7.8494186,inf,0.08066035115593304,1.0,PPP4R2,3.7223458,13.545866,0.06865549170716886,1.0,AC091152.3,4.36728,inf,0.06279681304164449,1.0
179,SRY,5.073858,746.4865,0.09347261578322572,1.0,TRIM51FP,3.064804,865.1842,0.1108933337673198,1.0,GLYATL1P2,2.3052208,242.04816,0.20530952769347452,1.0,RPL7P44,2.8863518,596.7708,0.1447534026747513,1.0,AC006158.1,4.687552,inf,0.04568472920636363,1.0,AL590434.1,2.189073,33.300705,0.16180384380648308,1.0,AC092338.1,4.4368043,52.338478,0.05278396818927694,1.0,DHDH,4.156954,,0.15027139603647222,1.0,AC113355.1,6.4759107,inf,0.037565684111913605,1.0,AC122713.1,2.8836215,383.32407,0.2124619327160852,1.0,KRT8P14,1.0877393,221.88649,0.39767451216381433,1.0,RBBP4P4,2.134083,55.368633,0.1856090342853849,1.0,FP671120.5,3.406637,,0.08700527108384244,1.0,PABPC1L2A,5.1627984,inf,0.03685858434681924,1.0,RNU6-128P,2.3035836,3.7701404,0.2607329526341254,1.0,AC009296.1,2.7270525,196.27866,0.20303421134597088,1.0,KIAA1958,6.961418,inf,0.021868492545845362,1.0,DEFA4,2.9109218,53.405952,0.17514739216334327,1.0,AL122008.3,7.8256373,13.51736,0.03140323023123305,1.0,AL136295.7,3.7099445,70.22413,0.1174607280519256,1.0,AC016994.1,4.3540874,inf,0.08844376852283731,1.0
180,HMGB3P14,5.0735583,333.37076,0.054148725678328166,1.0,AL157838.1,3.043586,138.89546,0.1922216788588243,1.0,AL713866.2,2.3047686,79.96165,0.2095962590489998,1.0,LRCH2,2.885963,5.871415,0.1293406422771699,1.0,DOLK,4.680751,416.75854,0.13396936676295432,1.0,RPL21P123,2.1889882,45.031796,0.195683001147928,1.0,AL136146.2,4.4355073,458.88522,0.13594497677980513,1.0,NIBAN2,4.1560655,719.1835,0.14516759000361726,1.0,AC013553.4,6.474044,inf,0.07657785321037804,1.0,RNA5SP185,2.87488,133.8821,0.21224059221659186,1.0,MIR3115,1.0836302,13.37926,0.40303983391609066,1.0,AL390755.1,2.1214538,17.04626,0.23324482741519467,1.0,AC120024.1,3.405923,18.981453,0.12732529608461648,1.0,AC009729.1,5.1502604,inf,0.07922347566804357,1.0,PCDH17,2.2974494,34.084415,0.24728545014707937,1.0,ANKRD23,2.724914,41.333214,0.11907875377143097,1.0,AC005695.1,6.9522834,inf,0.020499185971314955,1.0,AC007849.2,2.9097254,,0.12097685967643057,1.0,AC091860.1,7.8007483,inf,0.029533567192967417,1.0,CASP1P1,3.703451,189.57013,0.15096916706570102,1.0,ARHGAP28,4.3196588,233.68054,0.05306876327069467,1.0
181,SHISA4,5.0711412,14.512302,0.055091639095224146,1.0,AC091564.2,3.041693,,0.1581373445183944,1.0,AL353763.1,2.3042126,248.90108,0.24151484083374342,1.0,MUC5AC,2.8849745,183.5108,0.20378489534388666,1.0,AC025244.2,4.6725073,182.7534,0.04517761455939098,1.0,AC103794.1,2.1869369,85.732155,0.26456743030561775,1.0,AC004987.4,4.434855,inf,0.0934482903057911,1.0,AC018731.1,4.1549964,inf,0.08389242802503641,1.0,TSPAN12,6.4722233,23.365702,0.05119283696797631,1.0,CLCF1,2.8719575,15.450663,0.1038428855562413,1.0,BCL2L12,1.076809,3.8469412,0.45529513044019054,1.0,MIR548XHG,2.117165,9.712909,0.2034905205644655,1.0,AL354984.1,3.4036644,inf,0.1612821809368024,1.0,AC012676.2,5.1442456,inf,0.05361193752092067,1.0,ZNF217,2.2970107,46.16624,0.243400720415642,1.0,TYMSOS,2.7162938,44.365284,0.2168012385065919,1.0,AP002336.2,6.9399624,341.4138,0.047066202737729344,1.0,ZNF20,2.8927476,404.02673,0.12468878687585297,1.0,AC011995.1,7.7863326,inf,0.0693062978895697,1.0,AL022342.1,3.6986058,220.47987,0.1245859692364581,1.0,AC114797.1,4.319095,inf,0.058885869268285575,1.0
182,DRD5P2,5.014531,inf,0.10408846364344455,1.0,AL355375.1,3.041148,897.2842,0.11873468862737947,1.0,CLIP1,2.3032851,6.036924,0.22854134556347738,1.0,RNU6-138P,2.8804345,24.201296,0.11138927679289794,1.0,AL109840.1,4.670443,inf,0.11793267697820504,1.0,MARVELD1,2.186322,37.728996,0.16036121898359065,1.0,AC243829.2,4.4347067,661.656,0.13770280939771795,1.0,AP006587.3,4.1535277,238.3693,0.12529496360973033,1.0,AC092447.2,6.4707756,,0.02428586996710723,1.0,TTC37,2.8684874,12.834772,0.13514552419986126,1.0,FZD10-AS1,1.0748178,6.089795,0.43423544225832966,1.0,AL356094.1,2.1105871,,0.17944589913126527,1.0,AL157831.2,3.3858094,,0.16114920072044,1.0,RUSF1,5.1350102,43.72181,0.10048796515345647,1.0,RN7SL802P,2.2959561,7.3833385,0.15040716551018168,1.0,AC092470.1,2.708205,70.11498,0.20082142675017023,1.0,SPEF2,6.910001,764.08734,0.02369180969134669,1.0,AP000472.1,2.889274,375.7499,0.10791759166260385,1.0,Z73420.1,7.7802105,6.358129,0.08137934126250193,1.0,KRTAP1-4,3.6836934,727.15436,0.1367125477037097,1.0,LINC02150,4.308811,330.70178,0.06645267052467918,1.0
183,AC099542.1,4.9877896,,0.03888546534049379,1.0,AC103925.1,3.0383244,695.7036,0.20066877449893877,1.0,AL355102.2,2.303199,12.378234,0.17446276531643162,1.0,COL5A1,2.8789053,7.1036444,0.19422896212522445,1.0,AC109811.2,4.6691747,121.40335,0.04307217651622976,1.0,AC073346.2,2.1713724,274.5088,0.1670042199024523,1.0,AL162408.1,4.434554,inf,0.09079318402836108,1.0,AC007991.2,4.1463118,327.09503,0.10541922334823582,1.0,AC092140.2,6.466084,,0.02998681165733662,1.0,AC106856.1,2.8597548,544.2567,0.158381285922339,1.0,RNU4-71P,1.0729983,40.92333,0.45899847881126743,1.0,C3orf67-AS1,2.109877,128.76053,0.16934301727810094,1.0,RNU6-591P,3.3796246,535.0595,0.18311150412677962,1.0,VENTXP2,5.1278,277.51627,0.09634760718281465,1.0,AL137073.1,2.2780411,104.95606,0.2537171076582946,1.0,SNRPB2,2.7011218,46.526936,0.1226044268398084,1.0,TRAJ20,6.8657947,221.09302,0.04636160460185399,1.0,AC024587.1,2.8859212,,0.12013627686314685,1.0,HS3ST3A1,7.749157,80.56242,0.023852389976426146,1.0,CRCT1,3.6770031,159.59814,0.06714032749414564,1.0,TFAP2C,4.304503,15.922467,0.06384679713464668,1.0
184,MYRF,4.961517,115.75628,0.08307251775914935,1.0,AC120498.10,3.0352507,inf,0.17434699899461753,1.0,AL356292.1,2.2944963,47.933575,0.24496453119808806,1.0,CTNNBIP1,2.8789053,7.1036444,0.19422896212522445,1.0,AC236430.1,4.66652,,0.13251206708096877,1.0,TXNP3,2.1689532,160.60803,0.2505833677388813,1.0,RND3,4.4214706,765.89075,0.13038022808793537,1.0,AC126474.2,4.1454825,,0.13538731219846037,1.0,ATP5MG,6.4658093,inf,0.02838776668708992,1.0,KRT7,2.8596876,inf,0.1909011805293881,1.0,AC148477.4,1.0711178,9.999677,0.46824215010016645,1.0,AC010760.1,2.0961976,inf,0.2348436900423912,1.0,H1-12P,3.3689916,6.664778,0.10029577900849321,1.0,AL080276.2,5.11409,67.833336,0.06783111396768159,1.0,ZNF830,2.2774062,113.03516,0.15862447930837323,1.0,SNRPD3,2.696365,805.8173,0.17609193932085104,1.0,AC112204.2,6.860323,,0.027577646161207652,1.0,OR10J6P,2.8831177,93.95551,0.1021940104674032,1.0,OR1AB1P,7.7402687,537.83673,0.05343162596668318,1.0,ZNF22-AS1,3.675757,246.98515,0.14441304857312942,1.0,AC104982.2,4.290978,inf,0.05661890750979004,1.0
185,MT1P1,4.941625,36.044262,0.04498068432011675,1.0,AF123462.1,3.034702,749.98505,0.10670925898150582,1.0,AC128677.1,2.2922807,,0.14961004597653663,1.0,LINC01170,2.8691945,11.101995,0.10882353096149382,1.0,AC122718.1,4.6507554,inf,0.08380940843626412,1.0,AC022613.3,2.16773,670.8532,0.2749015171791347,1.0,DNPH1,4.4185266,230.57874,0.13713488351259295,1.0,AC008938.1,4.14163,,0.11034643158185681,1.0,AC010536.3,6.4636474,inf,0.05942856152272519,1.0,AL138759.1,2.8593235,92.69315,0.1568692708652285,1.0,AC010655.5,1.0682391,18.937832,0.39744119350152296,1.0,RNU6-848P,2.0957954,13.728307,0.27923738818953603,1.0,RNU6ATAC42P,3.364937,19.24958,0.1839002336788386,1.0,CEP19,5.11409,88.91014,0.05778296627681363,1.0,ALG12,2.2663908,43.930824,0.15309108990285242,1.0,AL355987.6,2.6877759,78.08588,0.14564177979069412,1.0,DOCK11,6.8580766,239.88414,0.09204117806634383,1.0,MTND6P14,2.8809786,inf,0.1039359539071706,1.0,AC010998.1,7.73597,inf,0.07990217014640567,1.0,LINC01327,3.6705866,122.48481,0.16478343829339576,1.0,AC092140.1,4.29096,inf,0.1036377609186159,1.0
186,ESD,4.9236383,inf,0.12293165385447453,1.0,RNU6-71P,3.0333352,344.40738,0.17548206992671292,1.0,TNIP2,2.2904358,12.702493,0.2025171647841424,1.0,ZFP28,2.8681805,18.060356,0.1696690692653997,1.0,AC007068.1,4.64581,inf,0.09013345848495515,1.0,CMTM6,2.1674757,226.7556,0.24073321880950382,1.0,AL049830.1,4.414224,inf,0.09930093204908313,1.0,AL358933.1,4.140796,435.11682,0.13415488679846826,1.0,AC009237.2,6.4569097,inf,0.0924801576438073,1.0,GSTA12P,2.8589613,584.8686,0.1539579736613605,1.0,AL138916.2,1.0647347,57.92441,0.44428970503426657,1.0,RPSAP23,2.0923035,38.9889,0.24823742953518008,1.0,RNU6-822P,3.3457732,8.883351,0.09103757005909743,1.0,AL512646.1,5.1098413,,0.06865062589119532,1.0,ARGFXP2,2.2640533,12.036082,0.23627513842091177,1.0,TAB3-AS2,2.6738985,,0.1923787291668319,1.0,AC079866.1,6.846951,602.57764,0.03167419995223467,1.0,MIR151A,2.8789053,7.1036444,0.19422896212522445,1.0,PGAM4P2,7.7353697,202.22978,0.053014271780925735,1.0,CIAO2B,3.656882,426.49673,0.10295395550898782,1.0,EIF4BP6,4.288004,129.59023,0.11690614859995176,1.0
187,RPSAP22,4.9185467,inf,0.12743518143085872,1.0,AC087311.2,3.030713,inf,0.16517668867414942,1.0,ELOCP32,2.2901468,26.844912,0.1590534514058131,1.0,MTND4LP18,2.8620353,287.27664,0.12712627944869898,1.0,RPSAP47,4.6455054,85.299675,0.04431282549375918,1.0,AL049758.1,2.1639385,,0.23882278009898467,1.0,RNU6-187P,4.410406,119.131065,0.07566650767886239,1.0,AC097375.1,4.1390195,inf,0.1341557836921083,1.0,LINC01348,6.4542503,543.3911,0.041190502083229344,1.0,MTCO3P22,2.8505237,316.88797,0.1809842415741066,1.0,PKM,1.0606601,3.2999322,0.40000000000000013,1.0,AL021921.1,2.084519,130.38356,0.241075828957896,1.0,AC018695.3,3.3388855,93.08992,0.13221592374969698,1.0,AP004607.1,5.1040854,inf,0.04639010752857357,1.0,AC106872.1,2.263839,18.601818,0.15189209664069153,1.0,BX640514.1,2.672704,186.61261,0.2268553044126625,1.0,NAPGP1,6.8050256,108.13001,0.042612480462383244,1.0,TMX2P1,2.8788157,12.318949,0.16583290468563608,1.0,AC092903.2,7.7299533,inf,0.08134114124183152,1.0,AP004833.3,3.6521916,,0.1433964335137573,1.0,LINC00411,4.256102,inf,0.057392085693757054,1.0
188,AL138889.2,4.9056363,inf,0.09686625043768808,1.0,PYURF,3.0272179,160.9687,0.19841955616176485,1.0,COL4A2-AS1,2.2878313,150.94197,0.20929866585010187,1.0,AC140479.7,2.8597434,85.660446,0.10516609266038283,1.0,ENSG00000273588,4.6392264,inf,0.1320298074526612,1.0,AP000755.2,2.161158,436.88412,0.2242864354606134,1.0,AC106772.1,4.407352,622.59503,0.1315942996933841,1.0,AC137590.2,4.132109,,0.12969367601292353,1.0,RRM2P4,6.449401,80.35819,0.07283866403712175,1.0,CTSLP4,2.8369777,349.81747,0.21561975003715647,1.0,AL391094.1,1.0531522,,0.4349086769773006,1.0,AC078820.2,2.0809252,145.38759,0.27465865596248057,1.0,AL162731.1,3.3373778,inf,0.1367096259050712,1.0,AC008080.3,5.0928783,inf,0.11910673649970321,1.0,THSD4-AS1,2.2565262,86.249954,0.21319348185209738,1.0,AC016065.2,2.6696372,inf,0.1615532352237738,1.0,GPR137,6.781204,187.26181,0.04432303960692826,1.0,SHLD2P2,2.8781972,242.7695,0.16145417477130072,1.0,AC005297.3,7.6907306,inf,0.01688223764032472,1.0,AP003122.1,3.6458042,inf,0.06947303181779742,1.0,SND1-IT1,4.249412,30.849371,0.051169173395688126,1.0
189,CYP2U1,4.90408,4.463493,0.12805868152913943,1.0,AC110609.1,3.0136693,,0.09641896810572607,1.0,MRI1,2.28765,9.290906,0.25811598410544234,1.0,SGMS2,2.8579075,76.22259,0.19550313288681723,1.0,CENPX,4.6288023,178.74991,0.13083406985677756,1.0,AC234781.5,2.157176,64.27209,0.27427227590862324,1.0,AC090985.1,4.396029,inf,0.0645597061524182,1.0,EXOC6B,4.1306367,374.95645,0.10086865445836068,1.0,BOLA3P1,6.4321246,819.2344,0.047436183529315085,1.0,AC011005.1,2.8265111,,0.1730951935745438,1.0,RNU4-35P,1.0508487,27.62761,0.41807239977356003,1.0,AC012355.1,2.0807197,,0.24733376290110184,1.0,AC073864.1,3.3279274,685.6769,0.09610195167168442,1.0,STIM2,5.08569,407.02032,0.12286986626621249,1.0,DOCK4-AS1,2.2449183,16.598053,0.26678449625579786,1.0,AC240504.1,2.669368,inf,0.13190840796018805,1.0,AC011626.1,6.7650733,296.90665,0.023247228186576284,1.0,AC009506.2,2.86384,,0.15768106060887674,1.0,MAGEB18,7.6666665,46.48833,0.08257119967969452,1.0,LINC02147,3.6339965,679.61755,0.12331889115738232,1.0,OXSR1,4.238289,17.11235,0.10365022306239953,1.0
